source,country,link,author,published,headline,subheading,content
RussiaToday,Russia,https://www.rt.com/russia/572292-estonia-destroyed-russian-tank-exhibition/,,"Mar 1, 2023 22:00  ","
                Estonian towns ‘reluctant’ to host destroyed Russian tank – media
            ","
                                                                        The Baltic nation’s Defense Ministry has planned a ‘tour’ for the military vehicle handed over by Ukraine
                                                            ","A plan by the Estonian Defense Ministry to stage a “tour” of a destroyed Russian tank through several Estonian cities has faced opposition from the local authorities. Some of them called it a political stunt ahead of upcoming elections, while others treated it like a “natural disaster,” the Postimees newspaper reported on Tuesday.“After all, we all understand that it is propaganda,” said Triin Varek, the mayor of the northern Estonian city of Rakvere, adding that it would be out of place ahead of the parliamentary elections scheduled for early March.“At any other time, yes, please. But at the moment, this tank would be inappropriate between the political parties’ election tents,” Varek stated. She insisted that the city “has not given permission to the Ministry of Defense to organize a public event.”The head of Estonia’s north-eastern region of Johvi, which includes a city of the same name, opposed the idea of the tank being placed on display. Some local government officials believe “the tank should not be brought here at all,” Maris Toomel, the Johvi municipal head, told the media, adding that the region has a sizable Russian-speaking community and the exhibition could lead to “confrontation.”
    
                    
                            
                    
                    

                    
                    
                    
                
                
                
                    
                
                            
            Read more
            Estonian PM wants to rewire Russian brains
        
    

According to Postimees, the Estonian cities of Johvi, Narva, and Rakvere have “explicitly refused” to host the exhibition and the south-western port city of Parnu is still “considering” the proposal. Other cities such as Tartu and Viljandi have agreed to the Defense Ministry’s idea, the media outlet said.The ministry insisted on Tuesday that it would not change the exhibition plan despite opposition from local authorities, according to Postimees.“The cities that have demonstrated an interest in hosting the tank have not changed their minds,” the ministry told the newspaper, adding that an exact route of the “tour” would be revealed shortly.The tank, which arrived in Estonia from Ukraine and was put on display in a central square of the Estonian capital of Tallinn over the weekend, has already sparked controversy, with some locals laying flowers by it, much to the dismay of the authorities.On Tuesday, Estonian police fined a man after he refused to remove flowers he had placed at the tank, despite repeated demands from officers, Postimees reported."
RussiaToday,Russia,https://www.rt.com/russia/572270-russia-turkey-india-g20/,,"Mar 1, 2023 16:20  ","
                Turkish FM speaks out on sanctioning Russia over Ukraine 
            ","
                                                                        Ankara only supports UN-backed restrictions, Mevlut Cavusoglu says 
                                                            ","Türkiye will not be joining unilateral sanctions imposed on Russia by the West over the conflict in Ukraine, Turkish Foreign Minister Mevlut Cavusoglu said on Wednesday.Cavusoglu was asked how long Ankara would be able to resist pressure from the US and its allies to put restrictions on Moscow ahead of talks with his Russian counterpart Sergey Lavrov on the sidelines of the G20 Foreign Ministers Meeting in India’s capital New Delhi.“We don't need to resist anyone, we make our own decisions as a sovereign state. We don't join any unilateral sanctions. We support only those [restrictions that are] introduced with the backing of the UN,” the foreign minister replied, as cited by the media.“It’s not just about Russia, but we also don’t support sanctions against Iran or any other country,” Cavusoglu pointed out, adding that “no one can put pressure” on Türkiye.
    
                    
                            
                    
                    

                    
                    
                    
                
                
                
                    
                
                            
            Read more
            G20 foreign ministers’ meeting likely to end in deadlock with the body’s relevance under threat
        
    

India, which chairs the G20 this year, is hosting the summit of foreign ministers on Wednesday and Thursday.An Indian foreign ministry official told Reuters on Wednesday that New Delhi didn’t want the conflict in Ukraine to dominate the discussions at the event, but acknowledged that it would likely be among the top issues on the agenda. The host nation’s “intention [is] to continue playing the voice of the Global South [Latin America, Africa, Asia and Oceania] and raising issues pertinent to the region,” the official said.High-ranking Indian diplomat Vinay Kwatra told reporters that “questions relating to food, energy and fertilizer security, [and] the impact that the conflict has on these economic challenges that we face” will be among those to receive “due focus” in New Delhi.However, EU foreign policy chief Josep Borrell, who is a stalwart supporter of Kiev, insisted that India should use the G20 gathering to “make Russia understand that this war has to finish.”  According to Borrell, the “success” of the whole meeting “will be measured in respect to what we will be able to do on that.” 
  
  READ MORE:  
  Key NATO member reacts to claims it’s helping Russia's military
An EU source said separately the EU delegation in New Delhi won’t support the final statement as a result of the summit if it doesn’t include condemnation of Russia’s conduct in Ukraine, Reuters reported. "
RussiaToday,Russia,https://www.rt.com/news/572268-former-uk-fm-putin-mutiny/,,"Mar 1, 2023 14:47  ","
                Former UK FM dreams of mutiny against Putin in prank call
            ","
                                                                        Such an outcome is unlikely, however, William Hague admitted 
                                                            ","The West should continue supporting Ukraine with weapons because it cannot rely on the “ideal” scenario in which Russian President Vladimir Putin would be ousted from power, former UK Foreign Secretary William Hague told a pair of pranksters.  The official, who held the post from 2010 to 2014, made his remarks in what he believed was a call with former Ukrainian President Pyotr Poroshenko. In reality, however, he was speaking to the Russian pranksters who go under the names of Vovan and Lexus. The duo released several recordings of the conversation on Wednesday.  While discussing the prospects of further military support for Ukraine, Hague stated that “you never know when there will be some bigger crisis on the Russian side.”  “It would be ideal if the [Russian] army mutinied against Putin. But this is unlikely, we know we can’t rely on that,” he said, reiterating that the West should provide Ukraine with more arms.   He noted that history had shown that it is very difficult to oust a nation’s government from the outside. According to Hague, both the UK and the US have in the past successfully orchestrated a change of power on several occasions, but this usually happened in weaker and smaller countries. “It’s not possible to do that in Russia,” he stated.   
    
                    
                            
                    
                    

                    
                    
                    
                
                
                
                    
                
                            
            Read more
            Zelensky and his cronies are trying to cover up a major corruption scandal in Ukraine – what role is the US playing?
        
    

Any such development would be possible only if huge masses of people were discontented, and there are no signs that something similar is brewing in Russia, he added.  Hague also noted that he had spoken with top UK officials, including the prime minister, who he said did not mind sending long-range missiles to Kiev, but that such steps should be coordinated with the US first.  “Britain often fulfills the role of strengthening the courage… and the resolve” of the United States, he explained. However, the UK “will not change its policy without the United States... so, the key decision is still in Washington.”   Hague is not the first Western official to have been duped by the pranksters. Last month, the pair had a conversation with former US Secretary of Defense Mark Esper, who stated that the West should continue supporting the “brave Ukrainian people” because they “are doing the dirty work of what we never wanted to do here in the United States.”  Last May, Vovan and Lexus also pranked ex-US President George W. Bush while posing as Ukrainian President Vladimir Zelensky. Bush told whom he thought to be Zelensky that the latter’s “mission is to destroy as many Russian troops” as possible."
RussiaToday,Russia,https://www.rt.com/russia/572264-kremlin-ukraine-drone-attacks/,,"Mar 1, 2023 14:35  ","
                Kremlin responds to Ukrainian denial of raids into Russia
            ","
                                                                        Putin’s spokesman has rejected Kiev’s assertion that it wasn’t involved in the recent incidents
                                                            ","Moscow believes that Kiev is responsible for a recent spate of attempted attacks on Russian soil despite Ukrainian claims to the contrary, Kremlin spokesman Dmitry Peskov said on Wednesday. His remarks came after the Russian Defense Ministry said drone attacks had been repelled in various parts of the country.During a call with journalists, Peskov was asked to comment on a statement by Ukrainian President Vladimir Zelensky’s top aide, Mikhail Podoliak, who suggested earlier on Wednesday that Kiev “doesn’t strike” Russian territory. Peskov replied that Moscow “doesn’t believe” those claims.According to a daily report from the Russian Ministry of Defense on Wednesday, ground forces shot down or disabled ten Ukrainian UAVs that were aiming to strike Crimea.The ministry said separately that two drones were neutralized early on Tuesday when they were trying to attack targets in Russia’s southern Krasnodar and Adygea regions. Local officials also reported drone incidents in Belgorod, Bryansk, and Moscow regions on Monday and Tuesday.
    
                    
                            
                    
                    

                    
                    
                    
                
                
                
                    
                
                            
            Read more
            Ukrainian drone raid on Crimea foiled – Moscow
        
    

In a Twitter post on Wednesday, Podoliak described the raids as “internal attacks on infrastructure facilities by unidentified flying objects.” Ukrainian officials typically deny or do not confirm involvement in incursions inside Russian territory, but have said that they view sites in Crimea as legitimate targets. The peninsula voted to leave Ukraine and join Russia shortly after the 2014 coup in Kiev. Ukraine has refused to recognize the new status of the area.Moscow launched its military operation in the neighboring state a year ago, citing the need to protect the people of Donbass and Kiev’s failure to implement the 2014-2015 Minsk peace accords. Russian regions that share a border with Ukraine have since been repeatedly shelled.In December, drones attacked the Dyagilevo and Engels military airfields located 500km (310 miles) and 700km (435 miles) from Ukrainian-held territory respectively. Moscow said that Kiev was behind the raids."
RussiaToday,Russia,https://www.rt.com/news/572262-pengaton-ukraine-conflict-timeline/,,"Mar 1, 2023 13:34  ","
                Pentagon makes prediction on Ukraine conflict timeline
            ","
                                                                        Hostilities may drag on for several more years, with Kiev relying on foreign aid, a senior official has warned
                                                            ","The armed conflict in Ukraine may last for three more years, though predicting the timeline is challenging, a senior Pentagon official has said during a hearing on Capitol Hill.“We do not know the course and trajectory of the conflict,” US Under Secretary of Defense Colin Kahl told members of the House Armed Services Committee on Tuesday. “The conflict may end six months from now, or it may end two years from now or three years from now.”The hearing was being held to look into military assistance to Ukraine, which the administration of President Joe Biden has pledged to provide for “as long as it takes” for the country to prevail. Some lawmakers have criticized what they consider a blank check to Kiev, citing corruption concerns and the cost to American taxpayers.Rep. Ro Khanna, a Democrat from California, asked Kahl how many more times the Biden administration would ask Congress to open the purse for Ukraine and what the end game would look like. The under secretary replied that it was up to Kiev to decide “what peace settlement” it was prepared to accept.“Our position has been to make sure that at whatever point they enter those conversations, they do so from a position of strength,” he explained.
    
                    
                            
                    
                    

                    
                    
                    
                
                
                
                    
                
                            
            Read more
            Ukraine warned it will have to pay for weapons
        
    

It is true that “Ukraine continues to depend on assistance from the US” and that will not change “for some period of time,” Kahl stated. He said the Pentagon would provide aid, regardless of how the battlefield situation develops.“Even if the conflict in Ukraine dies down – and nobody can predict whether that will happen – Ukraine is going to need a military that can defend the territory it clawed back” from Russia, the under secretary advised.The Ukrainian government has declared that the only outcome it will accept is retaking all lands it claims sovereignty over. It also wants Moscow to pay war reparations and for the Russian leadership to stand trial before an international court.According to US media, the Biden administration is said to have informed Kiev behind closed doors that it cannot indefinitely expect the level of support it has enjoyed so far. Washington reportedly urged Ukraine to prepare for a counteroffensive in the spring and summer, before drawing the conflict down.Moscow has said it prefers a diplomatic solution to its concerns about NATO influence in Ukraine and radical nationalist elements among Ukrainian troops, but is ready to continue military action due to Kiev’s refusal to negotiate. The Kremlin also says Ukraine must recognize the outcome of referendums held in its former provinces, which delivered a result in favor of joining the Russian Federation."
RussiaToday,Russia,https://www.rt.com/russia/572256-ukraine-radioactive-shipment-reports/,,"Mar 1, 2023 12:34  ","
                Russia calls for focus on alleged radioactive shipment to Ukraine
            ","
                                                                        The Foreign Ministry has drawn attention to claims about the possible delivery of Californium-252
                                                            ","International organizations should take a look at reports of highly radioactive material being delivered to Ukraine’s Black Sea port of Odessa, the Russian Foreign Ministry said on Wednesday. Spokeswoman Maria Zakharova voiced concerns that the alleged shipment happened near Moldova’s breakaway Transnistria region. Ukraine has been “deliberately stirring up tension” in the area, she said.According to unconfirmed claims that appeared on social media last week, a ship carrying containers of Californium-252, a synthetic radioactive element, arrived in Odessa on February 19. It was also claimed that the radioactive monitoring system was turned off during the offloading process. Zakharova mentioned reports that the cargo was supplied by the Ohio-based company Frontier Technology Corporation.The spokeswoman also mentioned allegations that, on February 16, unspecified radioactive material was delivered to the port city of Chernomorsk, near Odessa, “from the territory of one of the European countries.” Allegedly the supposed delivery was not subjected to customs control.“We call on the appropriate international organizations to pay close attention to this information,” Zakharova said.
    
                    
                            
                    
                    

                    
                    
                    
                
                
                
                    
                
                            
            Read more
            Russia warns US, NATO, and Ukraine over Transnistria
        
    

The Moldovan government, meanwhile, said it was “not commenting on lies and speculation” regarding Transnistria. It added that its authorities were monitoring the situation and stated they “do not confirm the information disseminated by the Russian side.”Last week, the Russian Defense Ministry accused Kiev of planning to invade Transnistria, whose population is largely Russian-speaking and where Russian peacekeepers are stationed. Both Ukraine and Moldova denied these allegations at the time.Frontier Technology Corporation produces Californium-252 neutron sources and containers designed to transport radioactive material. Californium-252 is used in scanners and for fission in nuclear reactors, as well as for cancer treatment and geological surveys, according to the company’s website.Last year, Moscow alleged that Ukraine was preparing to detonate a ""dirty bomb,"" which is typically understood as a conventional munition with radioactive elements. Kiev rejected the claim."
RussiaToday,Russia,https://www.rt.com/news/572250-pentagon-weapons-ukraine-corruption/,,"Mar 1, 2023 11:40  ","
                Pentagon well aware of Ukraine’s corruption problem
            ","
                                                                        Washington will continue to stress accountability with Kiev on arms supplies, a senior defense official has said
                                                            ","It is true that corruption has long been a problem in Ukraine, and the Pentagon is pressuring Kiev to address it, a senior US defense official has told American lawmakers. The unprecedented scale of aid to Ukraine has made possible graft a hot button topic in Washington.“I’ve worked the Ukraine issue now for about nine years, and in our engagement over that entire period corruption was the number one issue we’ve raised with Ukrainian officials,” Under Secretary of Defense Colin Kahl said during a hearing about Ukraine assistance held by the House Armed Services Committee on Tuesday.“We don’t see any evidence of diversion [of weapons] in our reporting. We think the Ukrainians are using properly what they’ve been given,” he said. Kahl added that US officials would “continue to foot stomp the importance of accountability and transparency” in Kiev.He made the remarks in response to Joe Courtney, a Democrat from Connecticut, who praised Ukraine for improving its position in Transparency International’s 2022 ranking of perceived corruption. He had asked Kahl to comment on “the seriousness with which the Ukrainian government has approached this whole question of making sure that this help goes to the right place.”Some members of the Republican Party have expressed the view that President Joe Biden’s administration has written a “blank check” to Ukraine by pouring tens of billions of US taxpayers’ money into supporting its military and funding its government.
    
                    
                            
                    
                    

                    
                    
                    
                
                
                
                    
                
                            
            Read more
            Pentagon says it struggles to track US weapons in Ukraine
        
    

Republican committee member Matt Gaetz questioned how paying pensions to Ukrainians helped American citizens and raised concerns about possible graft.“A lot of the zeal for enforcement of the anti-corruption efforts seems to align with the Republican control of the House of Representatives in our country,” he mused, citing several recent corruption scandals in Ukraine and the resignations of some senior officials.Pentagon Inspector General Robert Storch, who also testified before the committee, acknowledged Ukraine’s “long history of issues with corruption.” He did not deny a claim by Gaetz, that in the case of Ukraine, the federal government was not fully complying with a legal requirement to monitor the use of US-made weapons sent to foreign nations.The US has allocated more than $100 billion in Ukraine-related spending since the start of hostilities with Russia a year ago. Although military officials insist that arms shipments are being properly tracked, some skeptical GOP House members have pushed for a thorough audit."
RussiaToday,Russia,https://www.rt.com/russia/572254-ukraine-drone-raid-crimea-foiled/,,"Mar 1, 2023 11:14  ","
                Ukrainian drone raid on Crimea foiled – Moscow
            ","
                                                                        Russian air defenses took down 10 aircraft, the Ministry of Defense said
                                                            ","Russian forces have thwarted an air attack on the Crimean peninsula, neutralizing a total of ten Ukrainian drones, the Ministry of Defense said on Wednesday.In a statement, the ministry announced that Russian forces “have prevented an attempt by the Kiev regime to carry out a massive drone attack on objects in the Crimean peninsula.” It added that six Ukrainian attack drones were taken down by air defenses, while another four were disabled by means of electronic warfare. “There were no casualties or destruction on the ground,” the ministry stated.It also noted that apart from these aircraft, in the past day the Russian military had destroyed another 15 Ukrainian drones in Kherson and Zaporozhye Regions, the Donetsk and Lugansk People’s Republics, and in Ukraine’s Kharkov Region – where Moscow’s forces are conducting a military operation.
    
                    
                            
                    
                    

                    
                    
                    
                
                
                
                    
                
                            
            Read more
            Russia reports success against Ukrainian drone incursion
        
    

The raid comes after an unidentified drone crashed on Tuesday near a gas compression station not far from the city of Kolomna in Moscow Region. According to Governor Andrey Vorobyov, the aircraft “probably targeted a civilian infrastructure facility,” but failed to achieve its aim.The same day, Russia’s Defense Ministry said that Kiev had tried to stage a drone attack on civilian facilities in the southern region of Krasnodar and the Republic of Adygea. However, the ministry claimed that the two drones were suppressed by means of electronic warfare, causing them to lose control and deviate from their flight paths."
RussiaToday,Russia,https://www.rt.com/russia/572249-russia-discreditation-legislation-ukraine/,,"Mar 1, 2023 10:51  ","
                Russia moves to extend anti-smear legislation
            ","
                                                                        The State Duma will consider amendments to protect volunteer units and other entities aiding Russian forces in Ukraine
                                                            ","Russian lawmakers could expand legislation so that any attempts to discredit personnel and entities involved in the country’s military operation in Ukraine can be punished, State Duma Speaker Vyacheslav Volodin has announced. Current legislation covers only the discrediting of Russian military and government agencies.Writing on Telegram on Wednesday, Volodin revealed that the lower house of the Russian parliament would look into the initiative, which he said “would protect everyone who is now risking their lives while ensuring the security of the country and our citizens.” The Duma official stated that any actions aimed at smearing the Russian Armed Forces or those who assist them, including volunteer formations, was unacceptable.Perpetrators could face “severe punishment,” including a prison term of up to 15 years, community labor of up to five years, and fines of up to 5 million rubles ($66,500), Volodin added.
    
                    
                            
                    
                    

                    
                    
                    
                
                
                
                    
                
                            
            Read more
            Controversial Russian journalist sentenced for ‘military disinformation’ 
        
    

The initiative comes after Evgeny Prigozhin, the head of the Wagner private military group, published an open letter to Volodin in late January, asking the speaker to introduce amendments targeting anyone who attempts to discredit volunteers, including ex-convicts, who are involved in Russia’s military operation in Ukraine. At the time, Volodin promised that the State Duma would consider the issue.To enter into force, the amendments must pass three readings in the State Duma, be approved by the Federation Council – the upper house of parliament – and be signed into law by the president.Following the launch of Moscow’s military campaign in Ukraine in February 2022, Russian authorities have significantly intensified efforts to combat false information about the nation’s forces. In early March, Russia adopted legislative changes which allow the authorities to impose large fines on those who break the law. Should such activities entail “grave consequences,” offenders could face a prison term of up to 15 years."
RussiaToday,Russia,https://www.rt.com/news/572237-pentagon-ukraine-pay-weapons/,,"Mar 1, 2023 08:14  ","
                Ukraine warned it will have to pay for weapons
            ","
                                                                        A top Pentagon official has insisted that Kiev eventually needs to foot the bill for some shipments
                                                            ","Ukraine should eventually pay for some of the weapons it receives from its Western backers, the US Assistant Secretary of Defense for International Security Affairs, Celeste Wallander, told Congress on Tuesday.Speaking at a House Appropriations Committee hearing, Rep. Michael Garcia (R-Calif.) said that it would be important for the US to initiate foreign military sales to Ukraine, rather than providing Kiev with arms for free, claiming that it “would go a long way with American taxpayers.”Wallander responded that while the Ukrainians had actually bought some weapons themselves, they “haven’t done any big figure procurement from American companies.”“They don’t have that scale of capability in their budget right now… but it’s a very good point that we also need to transition them to start their own defense spending planning as well as everything else we will do to support them,” she said.
    
                    
                            
                    
                    

                    
                    
                    
                
                
                
                    
                
                            
            Read more
            Republicans push to end Ukraine aid
        
    

Since the start of the Ukraine conflict more than one year ago, the US has committed more than $31.7 billion in security assistance to support Kiev, including M1 Abrams tanks, hundreds of artillery pieces and thousands of anti-aircraft systems. Russia has repeatedly warned that arms shipments to Ukraine will only prolong the conflict.While US President Joe Biden has vowed to support Ukraine for “as long as it takes,” that stance has faced some opposition, especially from the Republican Party. Earlier this month, a group of GOP lawmakers put forward the Ukraine Fatigue Resolution calling on Washington to “end its military and financial aid to Ukraine” while urging “all combatants to reach a peace agreement.”Late last year, Republicans introduced a resolution spearheaded by Rep. Marjorie Taylor Greene, calling for an audit of US aid to Ukraine. However, it was narrowly defeated in the House of Representatives in early December."
RussiaToday,Russia,https://www.rt.com/russia/572227-ukraine-reinforcements-bakhmut-wagner/,,"Feb 28, 2023 21:02  ","
                Ukraine sends more reinforcements to Artyomovsk ‘meat grinder’
            ","
                                                                        The Donbass city is almost encircled and Western officials have reportedly been urging Kiev to retreat for weeks
                                                            ","Kiev has sent reinforcements to the strategically vital city of Artyomovsk/Bakhmut, Ukrainian Deputy Defense Minister Anna Maliar said on Tuesday. The city has been pounded by Russian artillery, to the point where Kiev’s Western backers have reportedly called on President Vladimir Zelensky to cut his losses and withdraw.Maliar announced the deployment of reinforcements on national television, with various Ukrainian media outlets carrying her comments. According to the deputy minister, the decision to reinforce Artyomovsk (called Bakhmut in Ukraine) was “made by the military, who are not guided by political motives.”Artyomovsk is a major Ukrainian stronghold and logistics hub in the People’s Republic of Donetsk (DPR). Russian forces, primarily members of the Wagner private military corporation, have systematically seized outlying settlements around the city in a months-long campaign, and now control the areas to the north, south and east of Artyomovsk.
    
                    
                            
                    
                    

                    
                    
                    
                
                
                
                    
                
                            
            Read more
            Russia strikes intelligence center near Kiev – MOD
        
    

While Zelensky declared a month ago that “nobody is going to surrender Bakhmut,” he has since said that the city will only be held “while it remains reasonable” to do so. Doing so, however, has proven costly. While Ukraine has not released the number of troops it has lost in Artyomovsk, Zelensky has admitted that fighting there is “hell,” while a prominent Ukrainian reporter described the situation all across the Donbass front last year as “a senseless meat grinder.”The current state of attritional warfare plays to Russia’s strengths, allowing Russian forces to leverage their artillery superiority. Wagner founder Yevgeny Prigozhin stated last month that seizing a settlement like Artyomovsk was a secondary goal compared to “the destruction of the Ukrainian army and the reduction of its combat potential.”According to a recent Washington Post report, senior US officials believe that Zelensky “attaches symbolic importance” to the city, and fears a collapse in morale if it is surrendered. According to the Post and other US media outlets, the White House has been pressing Ukraine since January to relinquish Artyomovsk and look for opportunities to attack elsewhere."
RussiaToday,Russia,https://www.rt.com/news/572226-berlin-air-defense-unprotected/,,"Feb 28, 2023 19:54  ","
                Berlin left unprotected as air defense systems sent to Ukraine – arms maker
            ","
                                                                        The Skynex and Skyranger air defense systems were intended to defend the German capital
                                                            ","Germany is sending two air defense systems to Kiev in a move that may leave Berlin unprotected, Armin Papperger, the CEO of leading German military contractor Rheinmetall, said in an interview with the Pioneer podcast on Tuesday.The two systems in question, Skynex and Skyranger, were commissioned by the German government to protect the airspace over Berlin, the arms manufacturer revealed. The two units cost around €200 million ($212 million) and will be sent to Kiev within the year.“We had two whole systems that could certainly have defended Berlin,” Papperger said, as quoted by RIA Novosti. According to the CEO, four of the systems would be enough to protect Berlin, but now their number will be inadequate.On Saturday, thousands of protesters rallied in the German capital, calling for Chancellor Olaf Scholz to “stop the escalation in weapons deliveries.” 
    
                    
                            
                    
                    

                    
                    
                    
                
                
                
                    
                
                            
            Read more
            Pentagon says it struggles to track US weapons in Ukraine
        
    

Germany also pledged Western-made tanks to Ukraine in late January, promising 14 of its Leopard 2 tanks and pledging to work with partners to create two armored battalions containing 30 tanks each. However, Germany’s EU and NATO allies have been reluctant to deliver.Similarly to Germany undermining its own protection for the sake of solidarity with Ukraine, Denmark opted in January to send its 19 French-made Caesar howitzer artillery systems to Kiev, compromising its own defensive capabilities. The artillery systems had been a key component of Denmark’s plan to field a heavy infantry brigade.Officials in some NATO nations have cautioned that the constant supply of arms and ammunition to Ukraine on such a massive scale would eventually come at a cost to their own defensive capabilities.Kremlin spokesperson Dmitry Peskov has warned on numerous occasions that providing Kiev with military aid will not change the course of the conflict, and will instead “prolong the suffering of the Ukrainian people.”"
RussiaToday,Russia,https://www.rt.com/news/572224-ukraine-weapons-corruption-inspector/,,"Feb 28, 2023 19:37  ","
                Pentagon says it struggles to track US weapons in Ukraine
            ","
                                                                        The military’s inspector general seemingly admitted that the US can’t follow its own arms control laws
                                                            ","A classified report last year found that the Pentagon was unable to keep tabs on tens of billions of dollars worth of weapons sent to Ukraine. Details of the report were revealed – apparently inadvertently – by a Republican lawmaker during a hearing on Tuesday.Speaking at a hearing of the House Armed Services Committee in Washington on Tuesday, Pentagon Inspector General Robert Storch noted that the US has allocated $113 billion in aid to Ukraine since the conflict there began last February, around 60% of which went to the country’s military.Storch – who is tasked with ensuring that this money is accounted for and not lost to waste, fraud, or abuse – refused to say whether his team had encountered any such corruption in Ukraine. However, Republican Rep. Mike Johnson stated that a report from Storch’s office last October found that the Pentagon was unable to carry out monitoring of weapons deliveries to Ukraine in line with its own policies.
    
                    
                            
                    
                    

                    
                    
                    
                
                
                
                    
                
                            
            Read more
            US' inspector general for Afghanistan warns against Ukraine aid ‘wastage’
        
    

Storch responded that the report in question was supposed to remain classified, but admitted that it was “accurate” in acknowledging “challenges” faced by the US in Ukraine.Monitoring of such arms deliveries is governed by the 1996 Arms Export Control Act. Questioned by Republican Rep. Matt Gaetz – a vocal opponent of military aid to Ukraine – Storch would not confirm or deny under oath whether the Pentagon was complying with this act.National Security Council spokesman John Kirby claimed in January that the Biden administration has “not seen any signs” that military or economic aid “has fallen prey to any kind of corruption in Ukraine.” However, the classified document mentioned by Johnson appears to back up a slew of reports suggesting that weapons often disappear once delivered.Reports from last year – backed up by Amnesty International – claimed that as little as 30% of Western weapons sent to Ukraine were actually making it to the front lines.  American and Canadian officials admitted at the time that they had no idea where most of these weapons were ending up, with one US intelligence source telling CNN that they vanish “into a big black hole” once they enter Ukraine.
  
  READ MORE:  
  Concerns mounting over Ukraine aid – top US official
The Kremlin has claimed that up to $1 billion worth of these weapons are funneled from Ukraine to criminals and terror groups in the Middle East, Africa, and Southeast Asia every month, while Europol and Interpol both warned that weapons have likely been transferred from Ukraine to criminal organizations in Europe.Pressed by Gaetz on Tuesday, Storch admitted that “there’s a long history of issues with corruption in Ukraine.” Earlier on Tuesday, a former American soldier who fought for Ukraine’s foreign legion before defecting to Russia told RT that he had personally seen commanders selling off Western missile launchers and rifles."
RussiaToday,Russia,https://www.rt.com/russia/572220-ukaine-nazi-problem-us-soldier/,,"Feb 28, 2023 17:47  ","
                Ukraine’s army has a big Nazi problem, ex-US soldier tells RT
            Exclusive","
                                                                        John McIntyre, an American military veteran, spent a year as a mercenary in Ukraine before fleeing to Russia
                                                            ","Nazi influence in the Ukrainian military is omnipresent, John McIntyre, a former US soldier who served as a mercenary in various Ukrainian military units for almost a year, has claimed in an interview with RT. He said that he defected to Russia after witnessing the actions of Ukrainian troops amid the ongoing conflict between Kiev and Moscow.McIntyre described how he escaped after crossing into Moldova, from Odessa. “I had to leave,” he told Murad Gazdiev. “I thought I was going to be killed, my family got me $300 to get to Chisinău, then I went to Istanbul and then to Moscow.” He didn’t reveal at which exact point he made himself known to the Russian side. The former American soldier recounted his experience in Ukraine, and explained why he grew disillusioned with Kiev’s cause. “When I came, I was really surprised. Everybody had tattoos and Nazi symbolism,” he told Gazdiev. McIntyre also admitted he did not believe ultra-right ideology was “that big of a problem” for Ukraine until he saw things on the ground himself.He added that he had to conceal his own anti-fascist and communist views to fit in with the Ukrainian troops. Some other Western mercenaries also directly told him: “The Russians aren’t the Nazis, we are the Nazis,” according to McIntyre.The ex-US soldier served with the Ukrainian forces for a year, although now he claims he had always planned to defect to Russia once he gathered enough intelligence. At a certain point, he was “compromised” after talking to someone about the war crimes committed by the Ukrainian forces. According to McIntyre, whistleblowers are treated in Ukraine even more harshly than spies.
    
                    
                            
                    
                    

                    
                    
                    
                
                
                
                    
                
                            
            Read more
            US official backtracks after Nazi Collaborator tweet storm
        
    

“Anybody who confesses or is known to be about to confess is shot in the back of the head,” he claimed, adding that “a lot of people go missing … including foreigners.”McIntyre, who previously served in Fort Bliss, Texas, for two years, claims the Ukrainian forces actively use civilians as human shields as they station their troops in basements next to residential buildings and then blame Russia if the area gets targeted in a strike. When such attacks happened, news crews covering the incidents “would not show you the houses to the left and right full of soldiers,” he said.The former mercenary, who served with the Carpathian Sech, said he personally knew people who executed POWs, including foreigners from Portugal, France, and Argentina.“It’s funny to them. It’s hatred. They hate the Russian people, they want to kill them, they want to genocide them,” he claimed.
    
                    
                            
                    
                    

                    
                    
                    
                
                
                
                    
                
                            
            Read more
            Ukrainian ‘commander’ pictured with ISIS patch
        
    

“And we're [the West] supporting these guys? And these are supposed to be our allies? And we’re supposed to put them in NATO with us? And they can’t even follow Geneva conventions?” the former soldier asked, adding that “this would never fly in America” if it were made known to the public.The US, however, is directly involved in providing the Ukrainian forces not only with weapons but also intelligence, McIntyre said. The former mercenary revealed he personally knew about a US Navy intelligence officer working with the Ukrainian foreign legion, where McIntyre himself was serving for some time. “Every day he would call his contacts and he would get information about the positions, troops movements and so on,” he alleged.The weapons and equipment the US sends to Ukraine also often end up on the black market or in the hands of extremists around the world because of rampant corruption there, according to the former mercenary."
